rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited
1730,173,Wuhan University,56.4,1730,43.5,179,40.5,229,89.2,164,69.4,200,35.3,1089,China,"55,412",15.2,6%,,Wuhan University,"Law,Psychology,History, Philosophy & Theology,Computer Science,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Geography,General Engineering,Education,Physics & Astronomy,Mathematics & Statistics,Electrical & Electronic Engineering,Accounting & Finance,Agriculture & Forestry,Languages, Literature & Linguistics,Veterinary Science,Economics & Econometrics,Civil Engineering,Architecture,Archaeology,Other Health,Chemical Engineering,Mechanical & Aerospace Engineering,Business & Management,Communication & Media Studies,Art, Performing Arts & Design,Chemistry,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Sociology",False,False
1740,174,Ulsan National Institute of Science and Technology (UNIST),56.3,1740,41.3,211,42.0,212,85.9,221,89.9,68,43.7,844,South Korea,"3,896",13.6,9%,27 : 73,Ulsan National Institute of Science and Technology (UNIST),"Accounting & Finance,Physics & Astronomy,General Engineering,Chemical Engineering,Business & Management,Biological Sciences,Economics & Econometrics,Chemistry,Mechanical & Aerospace Engineering,Civil Engineering,Computer Science,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering",False,False
1750,175,Macquarie University,56.2,1750,38.7,267,44.6,181,76.1,389,64.9,235,89.8,112,Australia,"30,561",69.0,27%,52 : 48,Macquarie University,"Physics & Astronomy,Business & Management,Archaeology,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Art, Performing Arts & Design,Economics & Econometrics,Agriculture & Forestry,Accounting & Finance,Architecture,History, Philosophy & Theology,Mathematics & Statistics,General Engineering,Chemistry,Education,Geography,Civil Engineering,Psychology,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Computer Science,Biological Sciences,Other Health,Sociology,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Communication & Media Studies,Law",False,False
1760,176,Huazhong University of Science and Technology,56.1,1760,42.2,197,42.6,203,88.8,170,83.2,99,25.5,1445,China,"57,167",16.2,4%,,Huazhong University of Science and Technology Hua Zhong University HUST Tech,"Civil Engineering,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Business & Management,Chemistry,Communication & Media Studies,Electrical & Electronic Engineering,Agriculture & Forestry,Computer Science,Chemical Engineering,Languages, Literature & Linguistics,Law,Medicine & Dentistry,Sociology,Mechanical & Aerospace Engineering,Other Health,History, Philosophy & Theology,Mathematics & Statistics,Economics & Econometrics,Architecture,General Engineering,Education,Biological Sciences",False,False
1770,176,University of Liverpool,56.1,1770,33.2,402,37.7,267,89.4,160,39.6,1021,94.1,60,United Kingdom,"26,350",14.2,36%,55 : 45,University of Liverpool,"Archaeology,Architecture,Communication & Media Studies,Languages, Literature & Linguistics,Accounting & Finance,Business & Management,Computer Science,Electrical & Electronic Engineering,General Engineering,Mechanical & Aerospace Engineering,Biological Sciences,Medicine & Dentistry,Psychology,Veterinary Science,Law,Chemistry,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Physics & Astronomy,Geography,Politics & International Studies (incl Development Studies),Sociology",False,False
1780,176,Stockholm University,56.1,1780,29.7,536,50.4,137,87.1,203,38.3,1229,66.3,387,Sweden,"30,365",20.7,7%,,Stockholm University,"Art, Performing Arts & Design,Architecture,Education,Communication & Media Studies,Law,Languages, Literature & Linguistics,Sociology,Geology, Environmental, Earth & Marine Sciences,Archaeology,Biological Sciences,Chemistry,Geography,Politics & International Studies (incl Development Studies),Accounting & Finance,Other Health,Mathematics & Statistics,Economics & Econometrics,Psychology,Agriculture & Forestry,History, Philosophy & Theology,Computer Science,Physics & Astronomy,Business & Management",False,False
1790,179,University of Mannheim,56.0,1790,40.0,235,48.2,144,79.0,344,61.0,262,57.4,521,Germany,"7,684",58.2,13%,,University of Mannheim,"Languages, Literature & Linguistics,Computer Science,History, Philosophy & Theology,Psychology,Accounting & Finance,Business & Management,Law,Sociology,Economics & Econometrics,Politics & International Studies (incl Development Studies),Communication & Media Studies,Mathematics & Statistics,Education",False,False
1800,180,University of Arizona,55.9,1800,45.8,150,47.0,156,78.7,348,52.1,367,41.3,931,United States,"39,797",17.0,9%,54 : 46,University of Arizona,"Physics & Astronomy,Chemical Engineering,Chemistry,Architecture,Other Health,General Engineering,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Sociology,Archaeology,Computer Science,Sport Science,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Education,Veterinary Science,Mathematics & Statistics,Accounting & Finance,Agriculture & Forestry,Psychology,Business & Management,Biological Sciences,Geography,Economics & Econometrics,Law,Communication & Media Studies,Medicine & Dentistry,Electrical & Electronic Engineering",False,False
1810,181,Texas A&M University,55.8,1810,50.2,111,54.8,110,63.2,604,45.1,560,56.0,557,United States,"62,931",21.3,8%,47 : 53,Texas A&M University,"Art, Performing Arts & Design,Sociology,Chemistry,History, Philosophy & Theology,Business & Management,Law,Economics & Econometrics,Medicine & Dentistry,Veterinary Science,Psychology,Politics & International Studies (incl Development Studies),Geography,Computer Science,Archaeology,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Mathematics & Statistics,Communication & Media Studies,Architecture,Other Health,Chemical Engineering,General Engineering,Languages, Literature & Linguistics,Accounting & Finance,Civil Engineering,Biological Sciences,Sport Science,Education,Agriculture & Forestry",False,False
1820,182,University of Barcelona,55.7,1820,33.1,403,43.4,196,89.9,152,50.2,405,59.9,479,Spain,"45,004",15.8,11%,63 : 37,University of Barcelona,"Art, Performing Arts & Design,Medicine & Dentistry,Law,Languages, Literature & Linguistics,General Engineering,Physics & Astronomy,Electrical & Electronic Engineering,Sociology,Business & Management,Biological Sciences,Communication & Media Studies,Archaeology,Other Health,Psychology,History, Philosophy & Theology,Accounting & Finance,Sport Science,Geology, Environmental, Earth & Marine Sciences,Computer Science,Mathematics & Statistics,Education,Chemistry,Economics & Econometrics,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Chemical Engineering,Geography",False,False
1830,183,Autonomous University of Barcelona,55.6,1830,35.1,339,38.8,254,91.1,131,43.0,668,67.1,381,Spain,"31,933",12.7,16%,60 : 40,Autonomous University of Barcelona uab,"General Engineering,Geography,Accounting & Finance,Agriculture & Forestry,Psychology,History, Philosophy & Theology,Other Health,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Electrical & Electronic Engineering,Business & Management,Law,Mathematics & Statistics,Archaeology,Education,Sport Science,Art, Performing Arts & Design,Computer Science,Veterinary Science,Sociology,Economics & Econometrics,Mechanical & Aerospace Engineering,Physics & Astronomy,Chemical Engineering,Biological Sciences,Languages, Literature & Linguistics,Medicine & Dentistry,Chemistry,Politics & International Studies (incl Development Studies)",False,False
1840,183,Scuola Normale Superiore di Pisa,55.6,1840,56.7,75,36.5,288,74.8,416,38.2,1259,56.4,542,Italy,629,7.6,13%,28 : 72,Scuola Normale Superiore di Pisa,"Economics & Econometrics,Chemistry,Physics & Astronomy,Archaeology,Sociology,Mathematics & Statistics,Languages, Literature & Linguistics,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Computer Science,History, Philosophy & Theology,Biological Sciences",False,False
1850,185,University of Münster,55.5,1850,43.4,180,43.9,190,81.4,289,48.9,432,49.2,689,Germany,"28,014",25.4,7%,,University of Münster,"Accounting & Finance,Languages, Literature & Linguistics,Other Health,Medicine & Dentistry,Archaeology,Biological Sciences,Chemistry,Geography,Physics & Astronomy,Sport Science,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Economics & Econometrics,Law,Education,Sociology,Psychology,Art, Performing Arts & Design,Computer Science,Communication & Media Studies,Politics & International Studies (incl Development Studies),Business & Management,History, Philosophy & Theology",False,False
1860,186,Pompeu Fabra University,55.4,1860,32.6,424,39.4,250,91.5,125,46.2,515,68.9,357,Spain,"11,965",22.4,13%,60 : 40,Pompeu Fabra University,"Art, Performing Arts & Design,Education,Communication & Media Studies,Languages, Literature & Linguistics,Mathematics & Statistics,Business & Management,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Accounting & Finance,History, Philosophy & Theology,Other Health,Computer Science,Sociology,Biological Sciences,Law,Economics & Econometrics",False,False
1870,187,Cardiff University,55.2,1870,31.1,481,38.9,253,88.5,173,41.5,796,88.3,133,United Kingdom,"27,105",14.3,28%,59 : 41,Cardiff University,"Education,Psychology,Other Health,Archaeology,Geology, Environmental, Earth & Marine Sciences,Law,Business & Management,Politics & International Studies (incl Development Studies),Architecture,Computer Science,Chemistry,History, Philosophy & Theology,Civil Engineering,Geography,Art, Performing Arts & Design,Electrical & Electronic Engineering,Communication & Media Studies,Medicine & Dentistry,Biological Sciences,Accounting & Finance,General Engineering,Mathematics & Statistics,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Sociology,Chemical Engineering,Economics & Econometrics,Physics & Astronomy",False,False
1880,187,National Taiwan University (NTU),55.2,1880,50.2,110,55.5,108,60.1,665,75.1,155,47.2,743,Taiwan,"25,215",11.4,11%,42 : 58,National Taiwan University (NTU),"Civil Engineering,Mathematics & Statistics,Sociology,Art, Performing Arts & Design,Computer Science,Agriculture & Forestry,Geography,Languages, Literature & Linguistics,Other Health,Chemistry,Politics & International Studies (incl Development Studies),Law,Communication & Media Studies,Architecture,Chemical Engineering,Physics & Astronomy,History, Philosophy & Theology,General Engineering,Veterinary Science,Business & Management,Mechanical & Aerospace Engineering,Psychology,Medicine & Dentistry,Biological Sciences,Accounting & Finance,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Archaeology,Sport Science",False,False
1890,189,Friedrich Schiller University Jena,55.0,1890,42.4,195,39.9,237,81.3,291,49.7,412,62.8,443,Germany,"16,446",20.6,14%,,Friedrich Schiller University Jena,"Art, Performing Arts & Design,Economics & Econometrics,Education,Chemical Engineering,Sociology,Accounting & Finance,Sport Science,Geography,Archaeology,Medicine & Dentistry,Physics & Astronomy,Business & Management,Law,Communication & Media Studies,Other Health,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Chemistry,Computer Science,Mathematics & Statistics,Languages, Literature & Linguistics,Biological Sciences,Politics & International Studies (incl Development Studies),Psychology",False,False
1900,189,Karlsruhe Institute of Technology,55.0,1900,46.7,137,54.2,112,57.8,706,89.7,71,68.6,361,Germany,"22,673",21.6,20%,29 : 71,Karlsruhe Institute of Technology,"Communication & Media Studies,Mechanical & Aerospace Engineering,Computer Science,Chemical Engineering,Art, Performing Arts & Design,Chemistry,Electrical & Electronic Engineering,Mathematics & Statistics,Architecture,Sport Science,Geography,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Education,Accounting & Finance,Physics & Astronomy,Economics & Econometrics,Biological Sciences,History, Philosophy & Theology,Business & Management,General Engineering",False,False
1910,191,University of Massachusetts,54.9,1910,41.2,212,33.5,335,87.8,187,51.7,378,65.0,408,United States,"63,338",13.2,14%,49 : 51,University of Massachusetts,"Medicine & Dentistry,Sport Science,Sociology,Communication & Media Studies,Agriculture & Forestry,Art, Performing Arts & Design,Architecture,Other Health,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Psychology,Geography,Electrical & Electronic Engineering,General Engineering,Languages, Literature & Linguistics,Physics & Astronomy,Law,Chemistry,Chemical Engineering,Archaeology,Civil Engineering,Mathematics & Statistics,Accounting & Finance,Business & Management,Economics & Econometrics,Politics & International Studies (incl Development Studies),Biological Sciences,Computer Science,Education,Veterinary Science",False,False
1920,192,University of Aberdeen,54.8,1920,30.7,487,34.1,321,89.8,153,47.5,470,95.9,32,United Kingdom,"13,205",16.2,44%,58 : 42,University of Aberdeen,"Computer Science,General Engineering,Geography,Archaeology,Mechanical & Aerospace Engineering,Civil Engineering,Business & Management,Biological Sciences,Economics & Econometrics,Education,History, Philosophy & Theology,Psychology,Chemistry,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Accounting & Finance,Medicine & Dentistry,Art, Performing Arts & Design,Chemical Engineering,Mathematics & Statistics,Languages, Literature & Linguistics,Other Health,Sport Science,Sociology,Law,Electrical & Electronic Engineering,Physics & Astronomy",False,False
1930,192,"University of California, Santa Cruz",54.8,1930,32.6,418,33.3,340,95.9,81,46.2,511,67.9,368,United States,"19,266",22.6,14%,47 : 53,"University of California, Santa Cruz","Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Biological Sciences,Archaeology,Agriculture & Forestry,Business & Management,Physics & Astronomy,Languages, Literature & Linguistics,General Engineering,Computer Science,Chemistry,Other Health,Mathematics & Statistics,Education,Sociology,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Psychology",False,False
1940,194,Medical University of Vienna,54.6,1940,35.0,342,27.6,485,94.0,99,61.2,260,81.7,200,Austria,"7,274",8.4,33%,50 : 50,Medical University of Vienna,"Other Health,Medicine & Dentistry",False,False
1950,194,University of Miami,54.6,1950,48.4,122,33.5,336,81.0,298,48.3,451,60.2,476,United States,"17,009",10.8,16%,53 : 47,University of Miami,"Architecture,Education,Computer Science,Geology, Environmental, Earth & Marine Sciences,Business & Management,Biological Sciences,Psychology,Art, Performing Arts & Design,Civil Engineering,Physics & Astronomy,Languages, Literature & Linguistics,General Engineering,Communication & Media Studies,History, Philosophy & Theology,Electrical & Electronic Engineering,Mathematics & Statistics,Sociology,Other Health,Agriculture & Forestry,Accounting & Finance,Chemical Engineering,Sport Science,Economics & Econometrics,Law,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Mechanical & Aerospace Engineering,Geography,Chemistry",False,False
1960,196,University of Erlangen-Nuremberg,54.5,1960,44.6,165,47.5,151,68.8,507,90.7,63,53.5,596,Germany,"30,303",43.4,13%,51 : 49,University of Erlangen-Nuremberg,"Archaeology,Computer Science,Sport Science,Biological Sciences,Languages, Literature & Linguistics,Economics & Econometrics,Art, Performing Arts & Design,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Chemistry,Law,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Medicine & Dentistry,Physics & Astronomy,Sociology,Psychology,Other Health,Mechanical & Aerospace Engineering,Education,Accounting & Finance,Geography,Chemical Engineering,Business & Management,General Engineering,Communication & Media Studies",False,False
1970,196,Sichuan University,54.5,1970,57.1,71,58.6,87,48.6,881,93.4,50,38.7,993,China,"49,543",15.8,6%,,Sichuan University,"Mathematics & Statistics,Biological Sciences,Languages, Literature & Linguistics,Civil Engineering,Other Health,General Engineering,Agriculture & Forestry,Law,Art, Performing Arts & Design,Business & Management,Architecture,History, Philosophy & Theology,Economics & Econometrics,Chemistry,Medicine & Dentistry,Physics & Astronomy",False,False
1980,198,Durham University,54.4,1980,40.0,234,44.6,180,70.0,485,39.4,1043,94.3,57,United Kingdom,"18,425",14.1,35%,54 : 46,Durham University united kingdom UK  England,"Business & Management,Civil Engineering,Chemistry,Languages, Literature & Linguistics,Sport Science,Economics & Econometrics,Law,Psychology,Archaeology,Electrical & Electronic Engineering,Sociology,Accounting & Finance,Biological Sciences,Art, Performing Arts & Design,Other Health,Physics & Astronomy,Education,Mathematics & Statistics,History, Philosophy & Theology,General Engineering,Politics & International Studies (incl Development Studies),Computer Science,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Geography",False,False
1990,198,Queen’s University Belfast,54.4,1990,31.1,483,37.9,264,84.4,243,41.6,793,97.4,18,United Kingdom,"19,060",15.8,39%,57 : 43,Queen’s University Belfast qub queen&#039;s,"Psychology,Accounting & Finance,Law,Economics & Econometrics,Geography,Chemistry,Communication & Media Studies,Civil Engineering,Architecture,Biological Sciences,Physics & Astronomy,Business & Management,Geology, Environmental, Earth & Marine Sciences,Education,Computer Science,Sociology,Medicine & Dentistry,Agriculture & Forestry,Other Health,History, Philosophy & Theology,Chemical Engineering,Mechanical & Aerospace Engineering,Archaeology,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Languages, Literature & Linguistics,Art, Performing Arts & Design,Mathematics & Statistics",False,False
2000,198,University of Reading,54.4,2000,36.5,311,39.6,246,78.5,353,42.2,738,93.3,77,United Kingdom,"15,720",16.4,32%,56 : 44,University of Reading,"Accounting & Finance,Law,Communication & Media Studies,Business & Management,Agriculture & Forestry,Geography,History, Philosophy & Theology,Other Health,Biological Sciences,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Architecture,Civil Engineering,Physics & Astronomy,Sociology,Art, Performing Arts & Design,Education,Chemistry,General Engineering,Psychology,Archaeology,Chemical Engineering,Veterinary Science,Computer Science,Mathematics & Statistics",False,False
